"idx","topic_title","topic_content","topic_reply_main","topic_reply_re"
1232,tabControl tab class 변경관련3,"<< 개요 >>

tabControl 의 특정 TAB class 변경


<< 재현 방법 >>

1.예제 소스

   scwin.inpageload = function(){
      stepControl.getFrame(0).addClass(""visited"");    <<<< 정상작동하지 않습니다.
   }
   <w2:tabControl ev:onpageload =""scwin.onpageload"" id=""stepControl"">  
        <w2:tabs id =""aaa"" class ="""" </w2:tabs>
        <w2:tabs id =""bbb"" class ="""" </w2:tabs>
        <w2:tabs id =""ccc"" class ="""" </w2:tabs> 
   </w2:tabControl>

    
  
    
위 소스 처럼 3개의 tab이 존재합니다.
특정 tab의 class 를 설정 및 삭제 해주고 싶은데 방법이 있는지 문의드립니다.



","stepControl.getFrame(0) --> tabs에 대한 객체가 아니고 content객체를 얻어오게 됩니다.
stepControl.getFrame(0).addClass(""visited"");   --> content 영역에 해당 class가 추가 됩니다.

tabs 에대한 객체 얻기나 addClass는 현재 지원이 되지않습니다.

추가로 가이드 한다면 tabs가 파싱되는 html 에서 li tag 을 보시면 다음과 같은 class 들이 미리 상태에 따라 삽입되는 것을 확인할 수 있습니다.

class=""w2tabcontrol_li w2tabcontrol_li_2 w2tabcontrol_active w2tabcontrol_selected""

따라서, 원하시는게 tab별로 접근하여 tab에 대한 방문(visited라는 선택자를 사용했기에 선택 또는 활동을 의미한다고 가정하면)시 특정 스타일을 적용하는게 목적인 것으로 보입니다.

위의 class들을 눈여겨 보시면 w2tabcontrol_active와 w2tabcontrol_selected가 그러한 역할을 하는 선택자라고 보시면 됩니다.

해당 선택자를 이용하셔서 원하는 스타일을 적용하시기 바랍니다.

또한, 만약 구현하신 방법과 유사하게 동적으로 class 적용을 하고자 한다면 다음과 같이 응용하는 방법이 있을 것 같습니다.

stepControl.addClass(""visited_1"");

.css 파일에는 다음과 같이 정의해 둡니다.

#stepControl.visited_1 .w2tabcontrol_li_1 { // 탭의 첫번째 탭을 의미하는 .w2tabcontrol_li_1 을 선택자로 활용하고 tabControl 최상위 객체에 visited_1 이라는 가상의 class를 두어 접근하는 방법
 color : red;
}

해당문의건은 해결되었습니다.

",""
1233,tabControl에서 addTab 문의1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

tabControl에서 addTab 을 했을 경우

탭content가 생성이 되지 않아서   탭 이동시

reuseFrame 속성을 가져올수 없다는 오류가 발생합니다

addTab 샘플 요청드립니다

탭 content 에서 src는 사용하지 않을 예정입니다.

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","addTab시 src는 필수항목입니다. 빈 xml 이라도 설정 하여 사용 부탁드립니다.

",""
1234,TabControl content obj찾기5,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

TabControl 기능중에 content 영역의 id가 content1 로 되어있을때

var obj = content1; 로 했을경우 찾아오지 못합니다

content1의 오브젝트를 찾을수 있는 방법이 있을까요?


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요 인스웨이브 기술지원팀입니다.

탭 컨트롤안의 하위 컨텐츠객체를 찾기위해서는 아래 API를 통해 윈도우 객체를 얻어오셔야합니다.

탭컨트롤id.getWindow(원하는 탭컨텐츠의 번호); 

감사합니다.

getWindow( tabIndex )
tab index에 해당하는 window 객체를 반환한다.
반환된 객체를 통해 웹스퀘어 컴포넌트 및 function, 변수 등에 접근이 가능한다.
tab의 index가 없으며 현재 선택된 tab의 window content를 반환한다.
name type required description
tabIndex Number N tab의 index
type description
windowObject windowObject

","하기와 같이 확인 부탁드립니다.
tmpContFrame = tabControl1.getFrame(1); 
WebSquare.util.dynamicCreate(""group200"", ""group"", {style : ""position: relative;width: 500px;height: 300px;""},tmpContFrame);

tab id 변경 할수 없습니다.

"
1235,tabControl 세로 스크롤바 문제.6,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )


UI구조가 상단메뉴와 좌측 메뉴, 그리고 우측

컨텐츠를 TabControl 을 쓰고 있는데

이게 컴퓨터 브라우저에서는 컨텐츠 내용이 많으면 스크롤바를 보여주는데

모바일(아이패드)에서는 스크롤바 없이 내용이 그냥 짤려버리고(처음브라우저에 출력된 화면만 나옴) 안뿌려줍니다.



--- 서블릿 내용 ----




","해당 재현을 위해서는 화면소스(xml)과 적용된 공통css가 필요합니다.

해당 파일 등록 부탁드립니다.

감사합니다.

이미지나 더 필요한 파일은 메일로 요청하세요.

","첨부가 안된거 같습니다. g_tsa@inswave.com 으로 전달 부탁드립니다.

ux팀에 전달하여 확인 완료었습니다.

"
1236,tabcontrol 접근성 문제1," 텝컨트롤 생성시 



 a.w2tabcontrol_bridge  생성과 함께



숨은 h3가 동적 생성 되는데  



이 숨은 h3에 대하여  사용자가 h2~h6까지 설정 가능한 방법은 없나요 ? ","현재는 방법이 없습니다.

다만, 요건에 대해 필요하다는 판단하에 연구소에 보고하여 개선하도록 할당 하겠습니다.

",""
1237,"grid안의 check박스 선택시 tabControl이 생성되고, 삭제되는 방법2","<< 개요 >>
(grid에서 inputType을 CheckBox로 설정하여 CheckBox 선택시 아래의 해당 TabControl이 생성되고 다시 선택할 시에 해당 TabControl이 삭제되는 방법?  )


<< 기대 결과 >>
( grid에서 Checkbox를 선택하여 해당 TabControl이 생성되고, 다시 선택할시 삭제된다. ","TabControl 은 API를 addTab , deleteTab 기능을 제공하고 있습니다. 해당 API를 이용하여 구현하시면 될것으로 보입니다.

추가로 kt 프로젝트인 경우 웹스퀘어 상주 직원이 파견되어있습니다.

기술지원에 대한 히스토리 등의 관리를 별도로 하고 있는 것으로 알고 있어, 차후 웹스퀘어 관련 문의는 담당 기술지원에게 문의주시기 바랍니다.

추가 답글이 없어 본 게시판을 닫도록 하겠습니다.
추가 질문이 있는 경우 새로운 게시물로 올려주시기 바랍니다.

",""
1238,tabcontrol에서 특정 tab close가 되지 않도록2,"<< 개요 >>
tabcontrol에서 특정 tab에 대하여 close하지 못하도록 하려고 합니다.
  1. 특정tab을 close하지 못하도록 하는 방법은 어떻게 되는지?
  2. tabcontrol API의 event중 onbefortabclose라는 이벤트에 대한 설명이 있는데...
     이 이벤트가 지원이 되지 않는 것인지...
      저희쪽 웹스케어가 문제있는 것인지 확인 부탁합니다.
<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

<< 실행 결과 >>
( 오류가 발생한 경우 발생 상태나 결과 로그를 옮겨 주시면 됩니다. )

<< 기대 결과 >>
( 기대했던 결과를 서술하여 주시면 됩니다. )

","tabcontrol의 탭을 선택 후 property창을 확인하여 보시면 closeable  속성이 있는데, 이를 false로 변경하시면 그 탭에대한 닫기 버튼이 사라집니다.

추가 답글이 없어 본 게시판을 닫도록 하겠습니다.
추가 질문이 있는 경우 새로운 게시물로 올려주시기 바랍니다.

",""
1239,tabControl 의 addTab 이용시 content 부분을 컨트롤 하는 문의입니다.2,"<< 개요 >>
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
   tabControl component 의 addTab 관련 문의입니다.
   addTab을 사용하여 새로생성되는 tab에 iframe으로 하여 src를 추가하는 방식으로 화면 구성을 하는 중입니다.
   tabControl에서 tab이 추가되어 iframe 상으로 화면을 불러오면 해당 화면 크기만큼 content 넓이가 동적으로 늘어나는 방법을 문의합니다.
   각 tab 마다 불러오는 src가 다르므로 content 의 높이또한 동적인 상황입니다.
   간단하게 조작하면 될듯한데
 
    var tabo1 = { label : sNm , style : ""width:80px;"" , disabled : false };
    var cono  = { frameMode : ""iframe"" ,
         style : ""padding:0;position: relative;height:821px;"" ,
         class : ""pd0"" ,
         src : ""ux/sample/login.xml"" 
       };
    tabType01.addTab( sNm , tabo1 , cono );
 이런식으로 옵션을 주고 있는데 강제로 세팅하는 height마저 먹히지가 않습니다.
 content 부분을 iframe 영역내의 화면 크기 만큼 늘리는 방법을 알고싶습니다.

<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

<< 실행 결과 >>
( 오류가 발생한 경우 발생 상태나 결과 로그를 옮겨 주시면 됩니다. )

<< 기대 결과 >>
( 기대했던 결과를 서술하여 주시면 됩니다. )

","추가 답글이 없어 본 게시판을 닫도록 하겠습니다.
추가 질문이 있는 경우 새로운 게시물로 올려주시기 바랍니다.

",""
1240,tabControl내 gridview 문의사항3,"<< 개요 >>
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

1. tabControl내에 2개의 tab이 있습니다.
2. 각각 Content는 그리드뷰를 가지고 있습니다.
3. Content에 사용되는 그리드뷰는 id를 제외하고 똑같은 속성값을 가지고 있습니다.
4. 각 tab을 클릭하면 Content에 지정되어 있는 grid뷰가 제대로 출력되어야 하는데
1번째 탭에 지정된 그리드뷰는 제대로 출력이 되지만 2번째 탭에 지정된 그리드뷰는 번째 그리드 뷰 보다 2번째 그리드뷰 width가 더 길게 출력되는 이상한 현상이 발생되고 있습니다.
상식적으로 똑같은 view를 복사해서 사용하면 똑같은 화면이 출력되어야하는데 전이 이상한 결과가 나오고 있습니다.
- 첨부한 파일 실행후 탭 전환시 최 하단 가로 스크롤을 보시면 확인 한눈에 확인 가능합니다.

<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
소스파일 첨부(보안상 완벽한 소스는 제공불가능하고 화면부분만 첨부)

<< 실행 결과 >>
( 오류가 발생한 경우 발생 상태나 결과 로그를 옮겨 주시면 됩니다. )



<< 기대 결과 >>
( 기대했던 결과를 서술하여 주시면 됩니다. )

","올려주신 샘플로 확인해본 결과 스크롤이 없이 정상적으로 출력됩니다.

사용하고 있는 엔진 버전 및 브라우저 버전도 함께 올려주시기 바라며, 정상 출력 된 화면 스샷을 함께 올립니다.

추가로, 현 소스에 다국어 및 css 등이 적용이 되지 않은 것으로 보이며 정확한 테스트를 위해선 테스트한 화면에서 컨트롤+우클릭 하여 소스보기를 통해 다국어 처리 된 소스와 css 등을 함께 올려주시기 바랍니다.

제 생각엔 두번째 그리드가 더 짧게 나오는건 아닌지 먼저 확인을 부탁드립니다.

일단 기본적으로 최초 보여지는 텝 이외의 텝은 display:none 상태이기 때문에 실제 두번째 

텝을 그리지 않습니다. 하지만 텝의 옵션이 alwaysDraw가 true인 경우 혹은 각 텝의 contents의 

속성중 alwaysDraw가 true인 경우에는 아직 다른 텝을 오픈하지 않은 상태에서도 객체에 접근이 

가능하도록 저희가 옵션을 제공하고 있는데요 문제는 여기에 있습니다.

그런 상황에서 두번째 텝의 그리드에 autofit을 주게되면 autofit기능 자체가 그리드가 완전히 

그려진 이후에 계산로직을 이용하여 실제 그리드가 그려져야 할 컬럼 사이즈등을 계산하게 되어있는데 

아직 내부적으로 다 그려지지 않은 상황이기 때문에 autofit이 동작을 하지 않아서 그려지지 않은 것 입니다.  

이런 경우 두번째 텝의 contents에 alwaysDraw를 false로 설정하시기 바랍니다.

false로 하게되면 해당 텝이 열리기 이전에 객체에 접근이 불가능 한 경우가 있으니 해당 텝이 선택된 

이후에 접근하도록 개발에 유의를 하셔야 합니다.

","조언 감사합니다. 해결되었습니다.

"
1241,TabControl 문의1,"<< 개요 >>
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
TabControl 안에 grid를 두고 cell을 클릭하면 새 탭으로 src를 이용해 새로운 페이지를 로딩합니다.
새 페이지도 grid인데 cell을 클릭하면 부포창의 tab을 새로 add 하고 싶습니다.
부모창의 TabControl 에 어떻게 접근하나요?

<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

<< 실행 결과 >>
( 오류가 발생한 경우 발생 상태나 결과 로그를 옮겨 주시면 됩니다. )

<< 기대 결과 >>
( 기대했던 결과를 서술하여 주시면 됩니다. )

","parent.tabControlID.add~ 로 시도해보세요.

",""
1242,tabControl 동적으로 생성시 생생된 content 스타일은 어떻게 설정하나요?1,"<< 개요 >>
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

<< 실행 결과 >>
( 오류가 발생한 경우 발생 상태나 결과 로그를 옮겨 주시면 됩니다. )

<< 기대 결과 >>
( 기대했던 결과를 서술하여 주시면 됩니다. )

","기본적으로 탭컨트롤은 동적 생성 전에 기본 구성시에 탭컨트롤 내부에서 사용하는 컨텐츠 영역의 적용된 class에 접근하셔서 디자인 스타일을 적용해 두셔야 합니다.

이후 동적으로 생성되는 탭컨텐츠에는 미리 정의된 스타일이 적용되어 표현될 것입니다.

따라서, 디자인 스타일 작업시에는 스튜디오를 통해서 미리 정의된 탭컨트롤 디자인을 적용해 보신 상태에서 정상적으로 표현되는 것을 확인 후에 탭과 컨텐츠를 제거하시기 바랍니다.

",""
1243,IE9에서 tabControl 이용시 화면 짤림현상1,"<< 개요 >>
  좌측에 메뉴를 구성하고, 메뉴 click시 해당 화면을 우측에 tabConrol를 이용하여 화면을 보여 주는 경우에,
  기존 IE8, 크롬, 사파리에서는 정상적으로 화면이 표시 되나, IE9을 사용하는 경우에는 화면이
  짤리는 현산이 발생함

<< 재현 방법 >>


<< 실행 결과 >>
     IE9에서 실행되었을때 첨부파일 IE9.GIF 참조
     동일한 화면을 크롬을 사용한 경우 크롬.GIF 참조
 

<< 기대 결과 >>
( IE9에서도 TAB 화면이 짤리지 않고, 정상적으로 보여짐

","해당 이미지만 보면 tabControl의 height 부분이 100% 로 되어있다거나 혹은 값이 없거나 이런 여러가지

상황을 의심해볼 수 있을거 같습니다. 전체적으로 relative하게 그려진 화면인지 absolute로 그려진 화면인지

여러가지 그 상황이 함께 공유되어야 지원이 가능합니다.

브라우져별로 화면이 다르게 보여지는 경우 해당 화면을 캡춰하여 올려주시는 것은 물론 이해를 돕는데 

중요한 자료가 되겠지만 해결을 도와드리는 부분에서는 사용하고 계시는 화면 XML 파일과 CSS 파일이

필요합니다. 

두개의 파일을 올려주시고 해당 tab의 id를 알려주시면 바로 해결될 부분일 것 같습니다.

",""
1244,tabControl 의 탭 disable 문의5,"<< 개요 >>
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

<< 실행 결과 >>
( 오류가 발생한 경우 발생 상태나 결과 로그를 옮겨 주시면 됩니다. )

<< 기대 결과 >>
( 기대했던 결과를 서술하여 주시면 됩니다. )

","문의 주신 내용 중 ""동일한 disable"" 이란 말이 정확하게 어떤 것인지 확인 부탁드립니다.

tabContainer 와 tabControl 의 disable 차이점이 제가 확인 하기로는 

1. tabControl 은 opacity 가 적용. / tabContainer 는 미적용
2. mouseOver 시 tabControl 은 이미지가 크기가 변함. / tabContainer 는 크기 변동 없음

의 두가지입니다.

tabControl 의 disable 시 적용 시키는 스타일명은 "" .w2tabcontrol_disabled "" 이며 해당 class를 오버라이트 하여 적용하시면 됩니다.

단, 위에 올린 2번의 disable 이 되었을 때 mouseOver class 가 적용 되는 부분을 없애기 위해선 기능개선 요청을 해야 할 것으로 보입니다.

올려주신 소스로 테스트한 스샷입니다.

혹시 다른 부분이 있는지 확인 부탁드립니다.

올려주신 내용처럼 ie8에서 특이현상이 있는 것을 확인하였습니다. (ie9에서도 정상 동작)

연구소에 해당 현상 할당하도록 하겠습니다.

세부 패치 일정은 기술지원 담당자를 통해 확인하시기 바랍니다.

감사합니다.

","재확인 결과 IE 버전에 영향을 받는듯 싶습니다.
  IE6, IE7 버전 에서는 위 스샷처럼 제대로 보여지는데,
  IE8 에서는 디자인이 이상하게 보여집니다.
  첨부 확인 바랍니다.
 

"
1245,tabcontrol 구현 샘플예제2,"<< 개요 >>
 tabControal을 이용하여 외부xml을 불러와서 닫기가 가능하다고 다른질문의 12월5일자 답변에 올라와 있는데
사이트의 API만 가지고 어떻게 구현해야할지 난감합니다.
샘플예제가 있으면 많은 도움이 되겠습니다.
 현재 할려고 하는 작업은 tabManager.js 구현한 탭 기능을 TabControl 로 변경하고자 합니다.
 
<< 실행 결과 >>

<< 재현 방법 >>

<< 실행 결과 >>

<< 기대 결과 >>

","탭 컨트롤을 생성하시고 탭을 선택하시면 property view 에 속성 중 closable 이라는 속성이 있습니다.

이를 true 로 하시면 자동으로 닫기 아이콘이 탭마다 생성됩니다.

<w2:tabs label="""" id=""tabs1"" style=""width:70px;height:30px;"" disabled=""false"" closable=""true""></w2:tabs>

질문의 의도를 잘못 이해하였습니다.

addTab 사용 시는 다음과 같이 하시면 됩니다.

var tabObj = {
 closable : ""true"",
 label : ""naver""
}

var classObj = {
 contentsClass : """",
 src : ""http://www.naver.com""
};

tabControl1.addTab( ""tabs1"", tabObj, classObj );

",""
1246,tabControl 내 그리드 문의3,"<< 개요 >>
tabControl  내에 그리드가 있는 경우
첫번째 tab에선 그리드 데이터가 정상으로 나오는데 두번째 탭에선 첫번째 데이터만 보이는 현상이 있습니다.

<< 재현 방법 >>
소스 첨부 했습니다.

<< 실행 결과 >>
( 오류가 발생한 경우 발생 상태나 결과 로그를 옮겨 주시면 됩니다. )

<< 기대 결과 >>
tabContainer 기능 수용
","해당 현상은 이미 확인된 현상으로 내부적으로 엔진은 패치되어 있으나 현재 여러 여타 이슈들과 함께 배포 검토상태에 있습니다.

이에, 공식적인 최신 엔진 패치 시 해결될 것으로 보이며 패치 엔진 배포 시 본 댓글을 통해 다시 안내해 드리도록 하겠습니다.

탭컨트롤의 특성상 2번째 이후 탭의 컨테이너에 있는 그리드는 미리 그릴 경우 data가 세팅되지 않습니다.
이는 웹스퀘어 컴포넌트 중 다수의 컴포넌트들이 none 상태에서 정상적으로 그리지 못하기 때문입니다.
 따라서, data set을 해당 탭이 선택되는 tabClick event가 발생될 때 setXML 하여야 합니다.
적절한 로직을 추가하여 이미 열려진 이후에는 다시 set 하지 않도록 처리해야 합니다.
 ontabclick 이벤트가 추가되었습니다.
  <script ev:event=""ontabclick(id, idx)""
       type=""javascript""><![CDATA[
// setXML 하는 로직.
...
]]></script>
  

",""
1247,TabControl 문의1,"<< 개요 >>
( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
Tabmanager.js를 이용해서 탭 기능을 구현하고 있었습니다.
 외부 JS 파일 대신에 탭컨트롤 컴포넌트가 추가된다고 하셨는데
샘플 예제가 있는지요?
아래쪽에 다른분이 올려놓은 예제를 실행해보니 안되던데 혹시 패치버전하고도 관계가 있는지요?


<< 재현 방법 >>
( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

<< 실행 결과 >>
( 오류가 발생한 경우 발생 상태나 결과 로그를 옮겨 주시면 됩니다. )

<< 기대 결과 >>
( 기대했던 결과를 서술하여 주시면 됩니다. )

","websquare_2.0_1.1421A.20111107.180233_1.5 엔진 이후의 탭컨트롤 컴포넌트에 closable 속성이 추가되어 개별 탭을 끌 수 있는 기능이 추가되었습니다.

물론 Tabmanager.js 에서 제공하는 모든 기능을 제공하는 것은 아니며 개별탭에 닫기 기능만을 지원하여 사용 빈도수가 높은 탭닫기가 지원되도록 업그레이드 된 것입니다.

해당 사이트 기술지원을 통하여 최신 엔진과 스튜디오를 받으신 후 탭컨트롤을 그리시면 closable 속성을 사용하실 수 있습니다.

closable 속성은 개별탭을 클릭하시면 속성을 선택할 수 있습니다.

closable=""true"" 일 때 개별탭 삭제 가능한 닫기 아이콘이 마우스 오버시 보여집니다.

",""
1248,tabContainer와 tabControl3,"<< 개요 >>
( 기존에 tabContainer 컴포넌트를 이용하여 구현하였던 탭을 추후 닫기버튼을 적용시키기 위해 tabControl 컴포넌트로 재구현하려고 합니다. )

<< 재현 방법 >>
( 디자인에서 위에 보여지는 것은 tabControl컴포넌트를 이용했고 밑에 보여지는것은 tabContainer입니다. )

<< 실행 결과 >>
( tabControal을 이용하여 addTab 했지만 탭이 추가 되지 않고 오류도 발생하지 않습니다.
  1. 탭이 추가되게 하려면 어떻게 해야 하나요?
  2. tabContainer처럼 외부 xml을 불러와서 보여주어야 하는데 
     AIP를 보면 생성될 탭의 아이디만 지정할 수 있고 보여져야 하는 화면의 주소 등 옵션을 할 수 없는것 같습니다
     (tabContainer처럼 옵션을 지정해본 결과 오류가 발생했습니다.) 
     외부xml을 불러와서 보여주려면 어떻게 해야하나요?)

<< 기대 결과 >>
( 밑에 보여진 tabContainer와 같은 기능을 tabControl을 이용하여 구현하고 싶습니다.  )

","현재 해당 건은 버그로 판명되어 연구소에 수정요청사항 입니다.
수정되는대로 공지하겠습니다.
 

","요청하신 기능이 모두 최신 엔진에 추가되었습니다.

최신 엔진을 받으시고 tabControl 사용하시면 외부 xml load 기능과 닫기 기능이 모두 가능합니다.

"
1249,tablelayout에 텍스트 동적 표시 방법1,"<< 개요 >>


tableLayout 컴포넌트의 텍스트를 어느 수치에 따라서 동적으로 다른 cell 위치에 표시되게 하고 싶은데
방법이 있나요? tablelayout 자체나 그 안의 cell에 id를 주고나서 시도해봐도 텍스트를 셋팅하는 프로퍼티가 무엇인지 모르겠습니다.

<< 재현 방법 >>

tablelayout이 그려진 파일을 첨부합니다.
""G1""이라는 텍스트를 다른 칸에 위치하도록 스크립트상에서 셋팅하는 방법이 있는지 궁금합니다.


","안녕하세요
동적으로 tablelayout 을 다시 생성하시거나 textbox 값을 변경하셔야 합니다
generator 컴포넌트를 이용한 동적 tablelayout 샘플 첨부합니다
감사합니다

",""
1250,"textarea, textimage 공백 1","<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
컬럼 값에 개행(<br/>이 있어서 클릭시 보이지 않게(열리지않게) 하기위해
readonly 설정 및  
textArea 타입으로 컬럼을 설정해도 클릭 or 더블클릭시 값이 보임

다른 방법으로 찾아보니 textimage로 설정을 하였을땐 
첫줄에 첫번째 칸에 공백이 입력되어 줄이 맞지 않는 상황입니다 
ex) 
' '안녕하세요
안녕하세요



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요.

해당 컬럼의 editModeEvent, blockSelect 속성을 아래와 같이 설정해주시면 해당 컬럼의 셀을 클릭해도 실제 데이터가 보이지 않습니다.

// 속성 설정
blockSelect=""true"" 
editModeEvent=""onsecondclick""

// 속성 설명
blockSelect
 : 해당 컬럼의 선택을 막을지에 대한 여부.
editModeEvent 
 : 셀 수정 모드로 진입하기 위해 필요한 마우스 동작 이벤트.
    (옵션 설명)
     ""onclick"" : 셀을 클릭할 경우 셀 수정 모드로 진입. 
     ""ondblclick"" (기본 값): 셀을 더블-클릭할 경우 셀 수정 모드로 진입.
     ""onsecondclick"": 셀 클릭 후 다시 클릭하거나 키를 입력할 경우 수정 모드로 진입. 

위의 속성은 Property창에서 설정하시거나 소스탭에 직접 추가하셔도 됩니다.

감사합니다.

",""
1251,textarea 가져온 컨텐츠에 맞도록 높이조절하는 방법 문의1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
TextArea 의 스크롤을 없애려고 하는데 데이터를 가져온 후 setSize 로 height 를 컨텐츠에 맞게 주려고 할 때
실제 스크롤된 컨텐츠의 내용까지 포함된 높이를 구할 수 있을까요?
아니면 컨텐츠에 맞게 높이를 조정하는 다른 방법이 있을까요?


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요.

데이터에 맞게 높이 값을 설정해주는 속성이나 API는 지원하지않습니다.
따로 구현하여 사용하셔야 할 것 같습니다.

구글링 참고하여 구현한 테스트 파일 첨부드립니다.
확인부탁드립니다.

감사합니다.
 

",""
1252,gridView의 textarea에서 ctrl+x 사용문의2,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

gridView의 textarea에서 드레그로 선택된 부분 ctrl+x 사용방법 문의 드립니다.

다른 +c,+z,+a 기능들은 정상 작동 하나 +x 기능만 사용이 안됩니다.




<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요.

해당 현상 확인하여 연구소에 요청하였습니다.
회신오는대로 답변드리겠습니다.

감사합니다.

안녕하세요.

요청해주신 내용 수정된 핫픽스 등록하신 메일로 전달 드렸습니다.
확인 부탁드립니다.
 

",""
1253,스크롤뷰 안에 textarea 사용문의1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

아이패드 환경에서 스크롤뷰안에 textarea 사용시
textarea안에서 드래그를 하여 움직일려고 해도 스크롤뷰의 스크롤이 먼저 반응을 해서 textarea의 스크롤이 아니라 스크롤뷰의 스크롤이 이동하게 됩니다. textarea의 스크롤이 이동 불가 상태. 




<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요.
문의해주신 내용 확인 후 답변 드립니다.

현재 textArea 컴포넌트와 함께 사용하시는 경우 ScrollView 컴포넌트는 비권장 드립니다.
Group 안에 textArea 사용 후 모바일 환경에서 테스트 하시면 정상적으로 드래그 되는 현상 확인 가능합니다.

감사합니다.

 

",""
1254,스크롤뷰 안에 textarea사용 제한이 있나요? 1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

혹시 스크롤뷰안에 textarea 사용제한이 있나요? 
같은 화면인데 스크롤뷰안에 있는 textarea의 스크롤은 안생기는데 스크롤뷰 밖에 textarea의 스크롤이 정상적으로 표현 됩니다. 



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요.

스크롤뷰 컨테이너 내부에 textArea 사용가능한지 물어보시는 거라면, 사용가능합니다. 
적어주신 내용만으로 의도를 분석하기엔 어려움이 있습니다.

우선 이해한 내용을 바탕으로 테스트해보니 textArea , scrollView 둘다 스크롤 생기는 현상 확인했습니다.
단 , textarea에서 스크롤은 해당 컴포넌트의 height 만큼 텍스트 입력 시 생기는점 참고해 주시기 바랍니다.

샘플코드 확인 후 추가로 궁금하신 사항 있으면 말씀해 주시기 바랍니다.

",""
