No,video name,video link,video description,video description(ENG),examplefilename,examplefile download link,classification,Key,O X,sample,dubbing,caption
247,AutoComplete - visibleColumn & visibleColumnFalseValue & setVisibleColumn(),https://youtu.be/tw5OYIVIRHQ,특정 선택 항목들을 선택 항목 목록에 표시하지 않고 숨기기. ,Hide certain selection items.,/AutoComplete/visibleColumn_visibleColumnFalseValue_setVisibleColumn_AutoComplete.xml,https://inswave.com/confluence/download/attachments/17110094/visibleColumn_visibleColumnFalseValue_setVisibleColumn_AutoComplete.xml?version=1&modificationDate=1641882666166&api=v2,AutoComplete,visibleColumn_visibleColumnFalseValue_setVisibleColumn_AutoComplete,Sample O Dubbing O,O,O,
248,CheckBox - visibleColumn & visibleColumnFalseValue & setVisibleColumn(),https://youtu.be/hhX3_IvDYow,특정 선택 항목들을 선택 항목 목록에 표시하지 않고 숨기기. ,Hide certain selection items.,/CheckBox/visibleColumn_visibleColumnFalseValue_setVisibleColumn_CheckBox.xml,https://inswave.com/confluence/download/attachments/17110110/visibleColumn_visibleColumnFalseValue_setVisibleColumn_CheckBox.xml?version=1&modificationDate=1642059276584&api=v2,CheckBox,visibleColumn_visibleColumnFalseValue_setVisibleColumn_CheckBox,Sample O Dubbing O,O,O,
249,GridView - setColumnEnableColumn(),https://youtu.be/0IybbS4LnxU,GridView 컬럼의 inputType에 따라 특정 선택 항목들을 동적으로 비활성화.,Dynamically disable certain selection items depending on the inputType of the GridView column.,/GridView/_General/setColumnEnableColumn_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/setColumnEnableColumn_GridView.xml?version=1&modificationDate=1643002185418&api=v2,GridView,setColumnEnableColumn_GridView,Sample O Dubbing O,O,O,
250,Gridview - setColumnVisibleColumn(),https://youtu.be/TG3nZBI8msE,GridView 컬럼의 inputType에 따라 특정 선택 항목들을 동적으로 숨기기.,Dynamically hide certain selection items depending on the inputType of the GridView column.,/GridView/_General/setColumnVisibleColumn_GridView/,https://inswave.com/confluence/download/attachments/20121060/setColumnVisibleColumn_GridView.zip?version=1&modificationDate=1643010058770&api=v2,GridView,setColumnVisibleColumn_GridView,Sample O Dubbing O,O,O,
251,CheckComboBox - visibleColumn & visibleColumnFalseValue & setVisibleColumn(),https://youtu.be/ldOW5p20Bn8,특정 선택 항목들을 선택 항목 목록에 표시하지 않고 숨기기. ,Hide certain selection items.,/CheckComboBox/visibleColumn_visibleColumnFalseValue_setVisibleColumn_CheckComboBox.xml ,https://inswave.com/confluence/download/attachments/17110112/visibleColumn_visibleColumnFalseValue_setVisibleColumn_CheckComboBox.xml?version=1&modificationDate=1642059456144&api=v2,CheckComboBox,visibleColumn_visibleColumnFalseValue_setVisibleColumn_CheckComboBox,Sample O Dubbing O,O,O,
252,Radio - visibleColumn & visibleColumnFalseValue & setVisibleColumn(),https://youtu.be/Vir5iv1uFX8,특정 선택 항목들을 선택 항목 목록에 표시하지 않고 숨기기. ,Hide certain selection items.,/Radio/visibleColumn_visibleColumnFalseValue_setVisibleColumn_Radio.xml,https://inswave.com/confluence/download/attachments/17110096/visibleColumn_visibleColumnFalseValue_setVisibleColumn_Radio.xml?version=1&modificationDate=1642059794041&api=v2,Radio,visibleColumn_visibleColumnFalseValue_setVisibleColumn_Radio,Sample O Dubbing O,O,O,
253,SelectBox - visibleColumn & visibleColumnFalseValue & setVisibleColumn(),https://youtu.be/by4_ET5kX0A,특정 선택 항목들을 선택 항목 목록에 표시하지 않고 숨기기. ,Hide certain selection items.,/SelectBox/visibleColumn_visibleColumnFalseValue_setVisibleColumn_SelectBox.xml,https://inswave.com/confluence/download/attachments/17110092/visibleColumn_visibleColumnFalseValue_setVisibleColumn_SelectBox.xml?version=1&modificationDate=1642059651810&api=v2,SelectBox,visibleColumn_visibleColumnFalseValue_setVisibleColumn_SelectBox,Sample O Dubbing O,O,O,
254,CheckBox - enableColumn & enableColumnFalseValue,https://youtu.be/5d-Jtl7wl_4,특정 선택 항목들을 비활성화.,Disable certain selection items. ,/CheckBox/enableColumn_enableColumnFalseValue_CheckBox.xml,https://inswave.com/confluence/download/attachments/17110110/enableColumn_enableColumnFalseValue_CheckBox.xml?version=1&modificationDate=1643325394445&api=v2,CheckBox,enableColumn_enableColumnFalseValue_CheckBox,Sample O Dubbing O,O,O,
255,CheckComboBox - enableColumn & enableColumnFalseValue,https://youtu.be/WGoQwiYj9ZM,특정 선택 항목들을 비활성화.,Disable certain selection items. ,/CheckComboBox/enableColumn_enableColumnFalseValue_CheckComboBox.xml,https://inswave.com/confluence/download/attachments/17110112/enableColumn_enableColumnFalseValue_CheckComboBox.xml?version=1&modificationDate=1643325502047&api=v2,CheckComboBox,enableColumn_enableColumnFalseValue_CheckComboBox,Sample O Dubbing O,O,O,
256,Radio - enableColumn & enableColumnFalseValue,https://youtu.be/zslrkyb_-gk,특정 선택 항목들을 비활성화.,Disable certain selection items. ,/Radio/enableColumn_enableColumnFalseValue_Radio.xml,https://inswave.com/confluence/download/attachments/17110096/enableColumn_enableColumnFalseValue_Radio.xml?version=1&modificationDate=1643325647689&api=v2,Radio,enableColumn_enableColumnFalseValue_Radio,Sample O Dubbing O,O,O,
257,SelectBox - enableColumn & enableColumnFalseValue,https://youtu.be/zZMB4xD6anc,특정 선택 항목들을 비활성화.,Disable certain selection items. ,/SelectBox/enableColumn_enableColumnFalseValue_SelectBox.xml,https://inswave.com/confluence/download/attachments/17110092/enableColumn_enableColumnFalseValue_SelectBox.xml?version=1&modificationDate=1643325791436&api=v2,SelectBox,enableColumn_enableColumnFalseValue_SelectBox,Sample O Dubbing O,O,O,
258,CheckBox - setEnableColumn(),https://youtu.be/ydxGwxMrdzw,특정 선택 항목들을 함수를 사용하여 동적으로 비활성화.,Disable certain selection items using a function.,/CheckBox/setEnableColumn_CheckBox.xml,https://inswave.com/confluence/download/attachments/17110110/setEnableColumn_CheckBox.xml?version=1&modificationDate=1643863539194&api=v2,CheckBox,setEnableColumn_CheckBox,Sample O Dubbing O,O,O,
259,Multi-language - useLocale & useDefaultLabel,https://youtu.be/p3FQLMpBe1g,"localeRef 속성 값이 언어 파일에 지정되지 않은 경우, 컴포넌트의 label이나 value 값을 표시. ","In case localeRef is not defined in multi-language environment, display the original label or value of the component. ",/_Multi-language/useLocale_useDefaultLabel_Multi_language/,https://inswave.com/confluence/download/attachments/19079553/2021%20-%2008%20Multi-language%20%28useLocale%20%26%20tooltipLocaleRef%29.zip?version=1&modificationDate=1629185654000&api=v2,_Multi-language,useLocale_useDefaultLabel_Multi_language,Sample O Dubbing O,O,O,
260,CheckComboBox - setEnableColumn(),https://youtu.be/1WYG-PFPrWA,특정 선택 항목들을 함수를 사용하여 동적으로 비활성화.,Disable certain selection items using a function.,/CheckComboBox/setEnableColumn_CheckComboBox.xml,https://inswave.com/confluence/download/attachments/17110112/setEnableColumn_CheckComboBox.xml?version=1&modificationDate=1644281842878&api=v2,CheckComboBox,setEnableColumn_CheckComboBox,Sample O Dubbing O,O,O,
261,Radio - setEnableColumn(),https://youtu.be/LQhmpFKq9tA,특정 선택 항목들을 함수를 사용하여 동적으로 비활성화.,Disable certain selection items using a function.,/Radio/setEnableColumn_Radio.xml,https://inswave.com/confluence/download/attachments/17110096/setEnableColumn_Radio.xml?version=1&modificationDate=1644282124465&api=v2,Radio,setEnableColumn_Radio,Sample O Dubbing O,O,O,
262,SelectBox - setEnableColumn(),https://youtu.be/xkCOJdnZXVo,특정 선택 항목들을 함수를 사용하여 동적으로 비활성화.,Disable certain selection items using a function.,/SelectBox/setEnableColumn_SelectBox.xml,https://inswave.com/confluence/download/attachments/17110092/setEnableColumn_SelectBox.xml?version=1&modificationDate=1644282046247&api=v2,SelectBox,setEnableColumn_SelectBox,Sample O Dubbing O,O,O,
263,gridView.column - blockSelect,https://youtu.be/BKVzAv9EVNM,GridView의 특정 칼럼에 속한 셀들의 선택을 차단. ,Blocks cells of a certain GridView column from being selected. ,/GridView/_General/blockSelect_gridView_column.xml,https://inswave.com/confluence/download/attachments/20121060/blockSelect_gridView_column.xml?version=1&modificationDate=1644477407426&api=v2,GridView,blockSelect_gridView_column,Sample O Dubbing O,O,O,
264,GridView - setBlockSelect(),https://youtu.be/c0Atmug5x1U,GridView의 특정 칼럼에 속한 셀들의 선택을 함수를 통해 동적으로 차단. ,Dynamically blocks cells of a certain GridView column from being selected. ,/GridView/_General/setBlockSelect_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/setBlockSelect_GridView.xml?version=1&modificationDate=1644479624550&api=v2,GridView,setBlockSelect_GridView,Sample O Dubbing O,O,O,
265,"gridView.column - inputType=""autoComplete""",https://youtu.be/IEJiQnLUlxQ,"GridView 특정 컬럼의 inputType을 ""autoComplete""로 설정.
","Set the inputType of a GridView column as “autoComplete”. 
",/GridView/inputType/inputType_autoComplete_gridView_column.xml,https://inswave.com/confluence/download/attachments/20121068/inputType_autoComplete_gridView_column.xml?version=1&modificationDate=1644557656869&api=v2,GridView,inputType_autoComplete_gridView_column,Sample O Dubbing O,O,O,
266,"gridView.column - inputType=""checkcombobox""",https://youtu.be/4EHQtRAoEV4,"GridView 특정 컬럼의 inputType을 ""checkcombobox""로 설정.
","Set the inputType of a GridView column as “checkcombobox”. 
",/GridView/inputType/inputType_checkcombobox_gridView_column.xml,https://inswave.com/confluence/download/attachments/20121068/inputType_checkcombobox_gridView_column.xml?version=1&modificationDate=1644557590302&api=v2,GridView,inputType_checkcombobox_gridView_column,Sample O Dubbing O,O,O,
267,Calendar - visibleWeekNum,https://youtu.be/iC26GKbsJpQ,달력에 표시할 주(Week)의 수를 설정.,Set the number of the weeks to display on the calendar. ,/Calendar/visibleWeekNum_Calendar.xml,https://inswave.com/confluence/download/attachments/17110128/visibleWeekNum_Calendar.xml?version=1&modificationDate=1644802598826&api=v2,Calendar,visibleWeekNum_Calendar,Sample O Dubbing O,O,O,
268,GridView - copyOption,https://youtu.be/WEkPBLOgshE,복사하는 값을 설정 – 바인딩된 DatatList 값 혹은 현재 화면에 표시된 값 중 어떤 값을 복사할지 결정. ,"Decide which values to copy – values of the currently bound DataList, or currently displayed values. ", /GridView/_General/copyOption_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/copyOption_GridView.xml?version=1&modificationDate=1644802740978&api=v2,GridView,copyOption_GridView,Sample O Dubbing O,O,O,
269,gridView.column - useFilter,https://youtu.be/k6mRK45a-2I,"필터링 조건을 직접 설정. 
필터링 조건을 목록으로 표시. 
숫자 및 알파벳을 필터링할 경우 조건 비교.","Set the filtering conditions. 
Display the filter list. 
Filtering by alphabetic data vs. by numeric data. ",/GridView/Filtering/useFilter_gridView_column.xml,https://inswave.com/confluence/download/attachments/20125188/useFilter_gridView_column.xml?version=1&modificationDate=1644906075593&api=v2,GridView,useFilter_gridView_column,Sample O Dubbing O,O,O,
270,Spinner - userAlert,https://youtu.be/dwEVjSMhvvg,"dataType=“date”인 경우, 잘못된 날짜를 입력할 경우 경고창 출력.",Generate an alert upon invalid date input for dataType=“date”. ,/Spinner/useAlert_Spinner.xml,https://inswave.com/confluence/download/attachments/18450613/useAlert_Spinner.xml?version=1&modificationDate=1644803081250&api=v2,Spinner,useAlert_Spinner,Sample O Dubbing O,O,O,
271,"Spinner - dateIncrementType & dataType=""time""",https://youtu.be/pk816oMqbBg,"Spinner가 시간을 표시할 때 (dataType=""time"")  값 증가 단위 설정.",Set the unit to increase values on the time displaying Spinner.  ,/Spinner/dateIncrementType_dataType_time_Spinner.xml,https://inswave.com/confluence/download/attachments/18450613/dateIncrementType_dataType_time_Spinner.xml?version=1&modificationDate=1646026845870&api=v2,Spinner,dateIncrementType_dataType_time_Spinner,Sample O Dubbing O,O,O,
272,InputCalendar - pickerType,https://youtu.be/PUwerF67bzs,달력에서 연도 및 월을 선택하는 방식을 설정.,Decide the way to select months and years on the calendar.,/InputCalendar/pickerType_InputCalendar.xml,https://inswave.com/confluence/download/attachments/17110100/pickerType_InputCalendar.xml?version=1&modificationDate=1646010404821&api=v2,InputCalendar,pickerType_InputCalendar,Sample O Dubbing O,O,O,
273,"Spinner - dateIncrementType & dataType=""date""",https://youtu.be/JSEHOpyEmP4,"Spinner가 날짜를 표시할 때 (dataType=""date"")  값 증가 단위 설정.",Set the unit to increase values on the date displaying Spinner.  ,/Spinner/dateIncrementType_dataType_date_Spinner.xml,https://inswave.com/confluence/download/attachments/18450613/dateIncrementType_dataType_date_Spinner.xml?version=1&modificationDate=1646026759386&api=v2,Spinner,dateIncrementType_dataType_date_Spinner,Sample O Dubbing O,O,O,
274,MultiUpload - maxcount,https://youtu.be/dBTN2L2FOqY,업로드할 수 있는 최대 파일 수를 지정.,Limit the number of the files to upload. ,/MultiUpload/maxcount_MultiUpload.xml,https://inswave.com/confluence/download/attachments/18450885/maxcount_MultiUpload.xml?version=1&modificationDate=1646012639878&api=v2,MultiUpload,maxcount_MultiUpload,Sample O Dubbing O,O,O,
275,Calendar - setHoliday(),https://youtu.be/9FebFKSN4jM,"특정 날짜를 휴일로 지정. 
",Set certain dates as holidays. ,/Calendar/setHoliday_Calendar.xml,https://inswave.com/confluence/download/attachments/17110128/setHoliday_Calendar.xml?version=1&modificationDate=1646617982025&api=v2,Calendar,setHoliday_Calendar,Sample O Dubbing O,O,O,
276,Calendar - setHolidayRef(),https://youtu.be/usyyZnkL6xM,"DataList 컬럼에 지정된 날짜들을 휴일로 지정. 
",Set certain dates as holidays through binding with a DataList. ,/Calendar/setHolidayRef_Calendar.xml,https://inswave.com/confluence/download/attachments/17110128/setHolidayRef_Calendar.xml?version=1&modificationDate=1646618081262&api=v2,Calendar,setHolidayRef_Calendar,Sample O Dubbing O,O,O,
277,Calendar - removeHoliday(),https://youtu.be/L0drA0Vw6sc,setHoliday() 혹은 setHolidayRef() 함수를 사용한 휴일 지정을 취소. ,Cancel holidays set by setHoliday() or setHolidayRef(). ,/Calendar/removeHoliday_Calendar.xml,https://inswave.com/confluence/download/attachments/17110128/removeHoliday_Calendar.xml?version=1&modificationDate=1646620015903&api=v2,Calendar,removeHoliday_Calendar,Sample O Dubbing O,O,O,
278,GridView - noResultMessage & noResultMessageVisibleAlways,https://youtu.be/rHG-CO9T2eI,"GridView와 바인딩된 DataList에 데이터가 없는 경우, 지정한 메시지를 표시. ",Displays a message when there is no data in the DataList bound with the GridView. ,/GridView/_General/noResultMessageVisibleAlways_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/noResultMessageVisibleAlways_GridView.xml?version=1&modificationDate=1646975363246&api=v2,GridView,noResultMessage_noResultMessageVisibleAlways_GridView,Sample O Dubbing O,O,O,
279,GridView - dataDragDropOther,https://youtu.be/OaPwYvixkpA,다른 GridView로만 드래그-앤-드롭을 허용. (동일 GridView 내에서의 이동은 방지.),"Allow dragging of a GridView row only to another GridView, not within the same GridView. ",/GridView/Dragging/dataDragDropOther_GridView.xml,https://inswave.com/confluence/download/attachments/20121062/dataDragDropOther_GridView.xml?version=1&modificationDate=1646976187439&api=v2,GridView,dataDragDropOther_GridView,Sample O Dubbing O,O,O,
280,TabControl - tabScroll & tabScrollAuto,https://youtu.be/nt3DExi4iTs,"탭이 여러 개인 경우 상단에 스크롤을 표시하고, 마지막 탭을 닫을 경우 앞쪽의 탭으로 마지막 탭의 위치 채우기.",Display tabs with a scroll and fill in the space of the last tab with previous tabs upon the last tab being closed.,/TabScroll/tabScroll_tabScrollAuto_TabControl/,https://inswave.com/confluence/download/attachments/17110132/tabScroll_tabScrollAuto_TabControl.zip?version=1&modificationDate=1646976838820&api=v2,TabControl,tabScroll_tabScrollAuto_TabControl,Sample O Dubbing O,O,O,
281,gridView.column - autoFitFilterList,https://youtu.be/J086xJbf7Wg,"필터링 기능을 사용할 경우, 필터 상자의 너비를 텍스트 크기에 따라 자동 조절. ",Automatically adjust the width of the filter box depending on the length of the text. ,/GridView/_General/autoFitFilterList_gridView_column.xml,https://inswave.com/confluence/download/attachments/20121060/autoFitFilterList_gridView_column.xml?version=1&modificationDate=1647503215000&api=v2,GridView,autoFitFilterList_gridView_column,Sample O Dubbing O,O,O,
282,GridView - moveKeyEditMode & moveKeyEditModeAll,https://youtu.be/eJTTpnbLIeY,"방향키로 셀 사이를 이동할 때, 셀로 이동하는 동시에 편집 모드로 진입. ",Directly enters the editing mode upon pressing arrow keys on the GridView. ,/GridView/_General/moveKeyEditMode_moveKeyEditModeAll_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/moveKeyEditMode_moveKeyEditModeAll_GridView.xml?version=1&modificationDate=1647503174000&api=v2,GridView,moveKeyEditMode_moveKeyEditModeAll_GridView,Sample O Dubbing O,O,O,
283,"gridView.column - inputType=""expression"" & AVG",https://youtu.be/ojd55iLjAOg,GridView에서 소수점 숫자에 대한 AVG 연산 수행. (JavaScript의 부동 소수점 오류 자동 보정.) ,"Handles ""floating point precision issue"" in JavaScript when calculating average of decimal numbers. ",/GridView/footer/inputType_expression_AVG_gridView_column.xml,https://inswave.com/confluence/download/attachments/20121060/inputType_expression_AVG_gridView_column.xml?version=1&modificationDate=1647840825000&api=v2,GridView,inputType_expression_AVG_gridView_column,Sample O Dubbing O,O,O,
284,AutoComplete - onchange,https://youtu.be/5DPn3dtn-vw,onchange 이벤트는 선택 항목을 변경할 때 발생.,Triggered upon user’s changing the selection item.,/AutoComplete/onchange_AutoComplete.xml,https://inswave.com/confluence/download/attachments/17110094/onchange_AutoComplete.xml?version=2&modificationDate=1647585798011&api=v2,AutoComplete,onchange_AutoComplete,Sample O Dubbing O,O,O,
285,$p - getEventTarget(),https://youtu.be/PgsaCUWAuho,"이벤트가 발생한 컴포넌트의 정보를 반환. (pluginName, id, realId)",Return component information where an event is triggered. ,/$p/_General/getEventTarget_$p_WebSquare_util.xml,https://inswave.com/confluence/download/attachments/20120929/getEventTarget_%24p_WebSquare_util.xml?version=1&modificationDate=1647586062977&api=v2,$p,getEventTarget_$p_WebSquare_util,Sample O Dubbing O,O,O,
286,MultiUpload - getFileInfos() & setParamJSON(),https://youtu.be/N7dAsU12OGY,업로드하는 각 파일 별로 서로 다른 파라미터를 설정.,Set different parameters for each of the files to be uploaded. ,/MultiUpload/getFileInfos_setParamJSON_MultiUpload.xml,https://inswave.com/confluence/download/attachments/18450885/getFileInfos_setParamJSON_MultiUpload.xml?version=1&modificationDate=1647586330073&api=v2,MultiUpload,getFileInfos_setParamJSON_MultiUpload,Sample O Dubbing O,O,O,
287,"gridView.column - inputType=""expression"" & SUM",https://youtu.be/L1GGULl6cFA,GridView에서 소수점 숫자에 대한 SUM 연산 수행. (JavaScript의 부동 소수점 오류 자동 보정.) ,"Handles ""floating point precision issue"" in JavaScript when calculating sum of decimal numbers. ",/GridView/footer/inputType_expression_SUM_gridView_column/,https://inswave.com/confluence/download/attachments/20121060/inputType_expression_SUM_gridView_column.zip?version=1&modificationDate=1647913228510&api=v2,GridView,inputType_expression_SUM_gridView_column,Sample O Dubbing O,O,O,
288,$p - openPopup() & options.closeAction,https://youtu.be/kq_mC97YZeI,팝업창의 닫기 버튼을 클릭할 경우 호출할 사용자 정의 함수를 지정.,Define a function to be called upon the closing button (X) being clicked. ,/$p/PopUp/openPopup_closeAction_$p.xml,https://inswave.com/confluence/download/attachments/17110122/openPopup_closeAction_%24p.xml?version=1&modificationDate=1648445352220&api=v2,$p,openPopup_closeAction_$p,Sample O Dubbing O,O,O,
289,"gridView.column - inputType=""checkbox"" & partialCheckNextClick",https://youtu.be/GQtn0YSOPmc,일부 행들이 선택된 상태에서 헤더의 체크박스를 선택할 경우 전체 행의 선택 및 선택 해제 여부를 결정. ,Decides whether to select or unselect all rows upon the header checkbox being selected with some rows being selected. ,/GridView/inputType/inputType_checkbox_partialCheckNextClick_gridView_column.xml,https://inswave.com/confluence/download/attachments/20121068/inpuType_checkbox_partialCheckNextClick_gridView_column.xml?version=1&modificationDate=1648450777034&api=v2,GridView,inputType_checkbox_partialCheckNextClick_gridView_column,Sample O Dubbing O,O,O,
290,InputCalendar - pickerType & dynamicHeaderOrder,https://youtu.be/mdRM__Fl_zA,"pickerType=""dynamic""인 경우 달력 헤더 부분의 연도 및 월 표시 순서 설정.",Set the month and the year displaying orders on the calendar. ,/InputCalendar/pickerType_dynamicHeaderOrder_InputCalendar.xml,https://inswave.com/confluence/download/attachments/17110100/pickerType_dynamicHeaderOrder_InputCalendar.xml?version=1&modificationDate=1648598438287&api=v2,InputCalendar,pickerType_dynamicHeaderOrder_InputCalendar,Sample O Dubbing O,O,O,
291,InputCalendar - visibleWeekNum,https://youtu.be/5OYRmiYI8Cw,달력에 표시할 주(Week)의 수를 설정.,"Set the number of the weeks to display on the calendar. 
",/InputCalendar/visibleWeekNum_InputCalendar.xml,https://inswave.com/confluence/download/attachments/17110100/visibleWeekNum_InputCalendar.xml?version=1&modificationDate=1648449677892&api=v2,InputCalendar,visibleWeekNum_InputCalendar,Sample O Dubbing O,O,O,
292,GridView - visibleRowNum & visibleRowNumFix,https://youtu.be/vftrJvR2tT8,GridView에 표시하는 행의 개수(visibleRowNum)를 기반으로 GridView 높이를 설정.,Define the height of GridView based on the number of the rows to be displayed on the GridView (visibleRowNum property value). ,/GridView/_General/visibleRowNum_visibleRowNumFix_GridView/,https://inswave.com/confluence/download/attachments/20121060/visibleRowNum_visibleRowNumFix_GridView.zip?version=1&modificationDate=1648598986453&api=v2,GridView,visibleRowNum_visibleRowNumFix_GridView,Sample O Dubbing O,O,O,
293,LinkedDataList - setCondition() & Radio,https://youtu.be/ryTUYKFiHx8,Radio와 바인딩된 LinkedDataList의 필터링 혹은 정렬 조건을 설정. ,Set the filtering or sorting conditions of the LinkedDataList bound with the Radio component.,/_DataCollection/setCondition_LinkedDataList_Radio/,https://inswave.com/confluence/download/attachments/17110086/setCondition_LinkedDataList_Radio.zip?version=1&modificationDate=1649053617621&api=v2,DataCollection,setCondition_LinkedDataList_Radio,Sample O Dubbing O,O,O,
294,WindowContainer - onminimizebtnclick & onrestorebtnclick,https://youtu.be/wC8QoEawA0Y,윈도우 크기를 최소화하는 버튼 혹은 복원하는 버튼을 클릭할 때 발생. ,"Triggered upon the window minimization or restoration button being clicked. 
",/WindowContainer/onminimizebtnclick_onrestorebtnclick_WindowContainer/,https://inswave.com/confluence/download/attachments/17110084/onminimizebtnclick_onrestorebtnclick_WindowContainer.zip?version=1&modificationDate=1649305966847&api=v2,WindowContainer,onminimizebtnclick_onrestorebtnclick_WindowContainer,Sample O Dubbing O,O,O,
295,Calendar - onmonthselect & onyearselect,https://youtu.be/Pd_QBd2xCPc,달력에서 월 혹은 연도를 변경할 경우 발생. ,Triggered upon the month or the year is changed on the Calendar. ,/Calendar/onmonthselect_onyearselect_Calendar.xml,https://inswave.com/confluence/download/attachments/17110128/onmonthselect_onyearselect_Calendar.xml?version=1&modificationDate=1649308024822&api=v2,Calendar,onmonthselect_onyearselect_Calendar,Sample O Dubbing O,O,O,
296,SelectBox - tooltipDisplay & itemTooltipDisplay,https://youtu.be/qbWFtdeni_s,선택된 항목에 대한 툴팁을 표시. Vs. 선택 항목 목록 상에서 툴팁을 표시. ,Tooltip on the selected item. Vs. Tooltip on the selection item list.,/SelectBox/tooltipDisplay_itemToolTipDisplay_SelectBox.xml,https://inswave.com/confluence/download/attachments/17110092/tooltipDisplay_itemToolTipDisplay_SelectBox.xml?version=1&modificationDate=1649636704195&api=v2,SelectBox,tooltipDisplay_itemToolTipDisplay_SelectBox,Sample O Dubbing O,O,O,
297,SelectBox - itemTooltipFormatter,https://youtu.be/dxBR0tn6hs0,툴팁을 직접 변환하여 선택 항목 목록 상에 표시.,Format the tooltip to be displayed on the selection item list. ,/SelectBox/itemTooltipFormatter_SelectBox.xml,https://inswave.com/confluence/download/attachments/17110092/itemTooltipFormatter_SelectBox.xml?version=1&modificationDate=1649636617476&api=v2,SelectBox,itemTooltipFormatter_SelectBox,Sample O Dubbing O,O,O,
298,GridView - advancedExcelDownload() & options.trim,https://youtu.be/A-F4r2LCwmI,GridView를 Excel 파일로 다운로드 할 때 Excel 파일의 각 셀에 포함된 공백을 제거. ,Remove white space in the Excel downloaded from the GridView.,/GridView/Excel/advancedExcelDownload_trim_GridView.xml,https://inswave.com/confluence/download/attachments/20121064/advancedExcelDownload_trim_GridView.xml?version=1&modificationDate=1649723928911&api=v2,GridView,advancedExcelDownload_trim_GridView,Sample O Dubbing O,O,O,
299,GridView - subtotalStyleFormatter & subtotalColumnId,https://youtu.be/3xh5OE5Mar4,"subtotal 컬럼 별로 적용할 CSS 클래스를 판단. 즉, subtotal 컬럼에 따라 서로 다른 CSS를 적용.",Decides the CSS class to apply to each of the subtotal columns. ,/GridView/subTotal/subtotalStyleFormatter_subtotalColumnId_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/subtotalStyleFormatter_subtotalColumnId_GridView.xml?version=1&modificationDate=1649738864000&api=v2,GridView,subtotalStyleFormatter_subtotalColumnId_GridView,Sample O Dubbing O,O,O,
300,DataMap - onbeforemodelchange,https://youtu.be/ZQtSdorGgBk,데이터 값이 변경되기 직전에 발생.,Triggered right before the DataMap data is changed. ,/_DataCollection/onbeforemodelchange_DataMap.xml,https://inswave.com/confluence/download/attachments/17110086/onbeforemodelchange_DataMap.xml?version=1&modificationDate=1649747814716&api=v2,DataCollection,onbeforemodelchange_DataMap,Sample O Dubbing O,O,O,
301,GridView - contextMenu & autoFit,https://youtu.be/PYq9S0e4T8w,GridView의 컨텍스트 메뉴를 이용하여 컬럼 폭을 조정. ,Adjust column width using the context menus on the GridView. ,/GridView/_General/contextMenu_autoFit_GridView/,https://inswave.com/confluence/download/attachments/20121060/contextMenu_autoFit_GridView.zip?version=1&modificationDate=1650248874584&api=v2,GridView,contextMenu_autoFit_GridView,Sample O Dubbing O,O,O,
302,GridView - contextMenu,https://youtu.be/AF3KgtSROwc,사용자가 GridView 위에서 마우스 우클릭할 경우 컨텍스트 메뉴를 표시. ,Shows context menus upon end user’s right-clicking on the GridView. ,/GridView/_General/contextMenu_GridView.xml,https://inswave.com/confluence/download/attachments/20121060/contextMenu_GridView.xml?version=1&modificationDate=1650260188000&api=v2,GridView,contextMenu_GridView,Sample O Dubbing O,O,O,
303,GridView - contextMenuAltClick,https://youtu.be/iqsNUcLaBIU,Alt 키 + 마우스 좌클릭을 통해 GridView의 컨텍스트 메뉴를 표시. ,View the context menus of the GridView by pressing Alt and mouse left-clicking.,/GridView/_General/contextMenuAltClick_GridView/,https://inswave.com/confluence/download/attachments/20121060/contextMenuAltClick_GridView.zip?version=1&modificationDate=1650247486571&api=v2,GridView,contextMenuAltClick_GridView,Sample O Dubbing O,O,O,
304,TreeView - showCheckbox & setShowCheckBox(),https://youtu.be/WpGLtdALi3U,TreeView의 각 노드에 체크박스를 표시. ,Add a checkbox to each node of the TreeView. ,/TreeView/showCheckbox_setShowCheckBox_TreeView.xml,https://inswave.com/confluence/download/attachments/17110130/showCheckbox_setShowCheckBox_TreeView.xml?version=1&modificationDate=1650265180761&api=v2,TreeView,showCheckbox_setShowCheckBox_TreeView,Sample O Dubbing O,O,O,
305,TreeView - showCheckbox & hierarchy,https://youtu.be/5lO3ZLmhBHc,"부모 노드의 체크박스를 선택하여 하위 노드 전체를 선택. 
","Select all child nodes by clicking the checkbox of the parent node. 
",/TreeView/showCheckbox_hierarchy_TreeView.xml,https://inswave.com/confluence/download/attachments/17110130/showCheckbox_hierarchy_TreeView.xml?version=1&modificationDate=1651042078499&api=v2,TreeView,showCheckbox_hierarchy_TreeView,Sample O Dubbing O,O,O,
