"idx","topic_title","topic_content","topic_reply_main","topic_reply_re"
54,datalist 변환오류 질문드립니다3,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

현재 2버전의 웹스퀘어를 5버전의 웹스퀘어로 컨버전하여 작업중에 있습니다.

그러다 보니 자바파일이나 DB, 쿼리단은 그대로 사용을 하여 개발중에 있는데 

기존에는 json형식이 아니였는데 이번에는 datacollection를 이욯하여 datalist를 넘기다 보니 

빈 datalist인 경우 nullpointer 오류가 발생합니다 .

자바파일을 고치면 되지만 현업에서 되도록 자바파일은 고치지 말고 빈 datalist가 넘어왔을 경우 무시하고  넘어가버리게

요청을 합니다.(submission에서 안넘기면 에러가 안납니다.)

방벙이 있을까요?

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
유선으로 서버 통신 직전 dataList 를 체크하여 가공할 수 있도록
config.xml 의 preSubmitFunction, externalHandler 를 가이드 드렸습니다
서버단 소스를 수정하지 않고 request 데이터를 가공이 필요할 경우에는
preSubmitFunction, externalHandler 속성에 공통 함수를 설정하여 활용하시기 바랍니다
감사합니다

config.xml preSubmitFunction 속성 관련 샘플 코드입니다
참고바랍니다.

gcm.PreSubmitFunction = function(submissionObj) {
    //현재 submission 의 ref로 전송할 요청데이터
    var reqData = WebSquare.ModelUtil.getRefToReqData( submissionObj );
    
    //요청데이터에 임의의 데이터 추가. 이 부분을 원하는 데이터로 가공하시면 됩니다. 
    var jsonObj = JSON.parse(reqData);
    for (var i in jsonObj) {
        if (jsonObj[i].length <= 0) {
            jsonObj[i] = [{""col1"":""data is null""}];
        }
    }

    //submission 객체의 요청데이터에 최종적으로 추가
    submissionObj.requestData = jsonObj;
};

감사합니다

","감사합니다

"
55,generator사용시 dataList문제3,"<< 개요 >>
설문 항목의 갯수 만큼 동적으로 생성하기 위해 generator를 사용하여 GridView를 여러개 생성 한뒤 
각 GridView에 연결된 데이터를 각각 다르게 보여주기 위해서 linkedDataList로 설정했는데 데이터의 갯수는 맞게 나오는데
모든 데이터의 각 셀마다 undefined으로 보여집니다.
컨트롤+우클릭으로 DataCollection을 보면 데이터는 정상적으로 존재합니다.
 
<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
1.Generator로 GridView여러개 생성
var idx = genAnswer.getLength();
genAnswer.insertChild(idx);

2.생성된 GridView별로 보여질 데이터가 달라서 각 항목별로 필터적용(key값은 나중에 변수로 변경예정)
dcLinkedResult.setColumnFilter( {type:'row', colIndex:'ORD_SEQ', key:""1"", condition:'and'} );

결과: 데이터의 갯수는 맞게 row가 생성되나 데이터가 undefined로 나옴

","안녕하세요
gridView 컴포넌트는 generator 컴포넌트 스펙상 반복 생성할 수 없습니다
동적 gridView 생성은 dynamicCreate API 를 사용하시기 바랍니다

XML 을 포함하거나 반복하여 렌더링되는 컴포넌트는 지원하지 않습니다
미지원 컴포넌트: Chart, GridView, Menu, Switch, TabControl, TreeView, WindowContainer

감사합니다

","그룹을 동적으로 복사하는 기능은 제공되지 않습니다
generator 로 group 을 생성하신후 dynamicCreate API 로 그리드뷰를 생성해보시기 바랍니다
감사합니다

"
56,submission시 자식 datalist 참조하기1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

1. submission시에 자식 datalist를 참조 할수 있는지 궁금합니다
submission ref에 ref='data:json, wframeId.datalist'  이렇게 사용시 참조가 안되던데 다른 방법이 있는지 궁금합니다

2. AliasDataMap 이나 AliasDataList가 부모 객체만 참조 가능한 이유가 궁금합니다

3. submission시에 자식 datalist를 참조할수 없다면 자식 datalist 를 부모로 복제해와야 하는데 자식 datalist를 부모로 복제시 rowStatus는 그대로 복제되는게 아니라 R로 생성이 되는데 rowStatus도 그대로 복사하는 방법은 없는지 궁금합니다




<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)

1. 
<xf:submission id=""sbm_isThisPossible"" ref='data:json, wframeId.datalist' 
      action=""writeContent.do"" method=""post"" mediatype=""application/json"" encoding=""UTF-8""
</xf:submission>

2. 
scope
참조할 원본 dataMap 객체. 부모만 참조 가능하며 자식, 형제(sibling) 참조는 지원하지 않는다.
참조할 원본 dataMap를 찾을 수 없거나, 타입이 dataMap가 아닌 경우 빈 데이터를 갖는다.


3. parentDataList.setJSON(childDataList.getAllJSON());


","안녕하세요
submission 에서 하위 wframe 의 dataCollection 을 접근하시려는 의도이시나 현재 요건으로는 3번으로 처리가 가장 바람직해보입니다
scope 개발 환경에서는 부모 또는 메인 frame 에 공통 dataCollection 을 생성하셔서 참조하는것을 권장합니다

1. submission시에 자식 datalist를 참조 할수 있는지 궁금합니다
submission ref에 ref='data:json, wframeId.datalist'  이렇게 사용시 참조가 안되던데 다른 방법이 있는지 궁금합니다
> <strictMode value=""false"" id=""mf"" /> 인 경우에는 wframeID_dataListID 으로 접근 가능합니다.
  단, config.xml 에 strictMode true 설정시 정상 동작하지 않거나 접근이 안될수 있으며
  이렇게 사용해야하는 이유는 scope 개발시 너무 복잡한 코딩을 제한하기 위한 스펙으로 이해하시면 됩니다
  
2. AliasDataMap 이나 AliasDataList가 부모 객체만 참조 가능한 이유가 궁금합니다
> alias 데이터컬렉션은 strictMode true 사용시 부모 객체에 접근이 가능하도록 제공하는 컴포넌트입니다
  반대의 경우는 객체 접근 복잡성이 높아져 스펙상 자식 객체 접근을 제공하지 않습니다
  또한 웹스퀘어5 개발시 객체 참조는 부모 객체만 접근하는것을 권장합니다 

3. submission시에 자식 datalist를 참조할수 없다면 자식 datalist 를 부모로 복제해와야 하는데 자식 datalist를 부모로 복제시 rowStatus는 그대로 복제되는게 아니라 R로 생성이 되는데 rowStatus도 그대로 복사하는 방법은 없는지 궁금합니다
> 현재 상태값 그대로 복제하는 API 는 제공되지 않습니다 
  원본 상태값을 참조하여 modifyRangeStatus, modifyRowStatus API 로 변경해주셔야 합니다

감사합니다

",""
57,datalist 문의드립니다.2,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

퓨전차트의 seriesColumns을 사용하니까 차트에 바인딩된 데이터리스트의 name을 보여주더라고요.
예를 들어 name, 2020, 1234(데이터리스트의 name, labelNode, 값) 이런식으로요.
chartType은 MSColumn3D을 사용했습니다.
근데 이 데이터리스트의 name을 동적으로 셋해줘야 하는데 그런 방법이 있을까요?


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
퓨전차트에서 name 만 변경을 하시더라도 다시 차트를 그려야할듯 합니다
setChartColumnRef API 로 각 series 에 대한 seriesname 을 설정할 수 있습니다

예제)
chart1.setChartColumnRef('data:dataList2','Month',""[[{'id':'Year1','seriesname':'2005_1'},{'id':'Year2','seriesname':'2006_1'},{'id':'Year3','seriesname':'Year New_1', 'renderas':'Line', 'showValues':'1', 'parentyaxis':'S'}]]"");

감사합니다

","해결 됐습니다! 감사합니다

"
58,submission 실행할 때 필터걸린 datalist의 제외된 데이터를 포함시켜서 보내는 방법 문의드립니다.,"<< 개요 >>

필터로 제외된 데이터도 포함시켜서 변경 데이터를 서버로 보내고 싶은데, 방법이 있는지



<< 재현 방법 >>

var submissionObj = {
    ""id"" : ""submission1"",
    ""ref"" : ""data:json,{'id':'datalist1', 'action':'modified'}""
};

$p.createSubmission(submissionObj);


datalist1.setColumnFilter(modified 된 로우를 안보이게 필터건 상태에서);
$p.executeSubmission(""submission1"");//'action':'modified' 로우 해당 데이타리스트 보내면 필터걸린부분은 제외되는데


1. 필터로 제외된 데이터도 포함시켜서 변경 데이터를 서버로 보내고 싶은데, 방법이 있는지,

현재는 서브미션 실행전에 필터를 datalist1.removeColumnFilterAll(); 
으로 제거하고 서브미션 후처리에서 다시 필터를 거는데,
필터를 제거했다 다시 걸면, 

2. 해당 데이타리스트에 연결된 그리드뷰의 로우가 늘었다 줄어드는게 눈에 보이는데, 이걸 사용자가 모르게 하고 싶은데

가이드가 있는지 문의드립니다.


","안녕하세요
스펙상 executeSubmission 에서 action: modified 로 설정시에는 filter 된 값만 서버로 전송됩니다
설정으로 전체 데이터를 전달하시려면 submission 에서 동일한 key 값이 아닌 다른 키값을 설정하시면 어떨까 합니다

# submission ref 속성
ref='data:json,[{""action"":""modified"",""id"":""dataList1""},{""action"":""all"",""id"":""dataList1"",""key"":""dataList1_all""}]'

또는 action : all 을 설정한 별도의 submission 을 하나더 만드신후 호출하는것도 방법으로 보입니다

감사합니다

",""
59,datalist 값 일괄변경1,"<< 개요 >>

datalist의 값을 일괄변경하려고 합니다.
아래의 로직처럼 구현하였는데,
1. datalist의 count가 많으면 속도가 느려집니다. for문처럼 반복문 말고, 다른방법이 없나요?
2. 아래방법처럼 구현하면 변경은되는데 콘솔에 오류가 간헐적으로 찍힙니다. (첨부파일 참조)


<< 재현 방법 >>

for( var k = 0; k < dl_list.getRowCount() ; k++){
   dl_list.setCellData(k, ""smbl"", ""*"");
}


","setCellData 로 반복문을 사용하시는 경우 바인드된 컴포넌트의 갱신이 과도하게 발생되어 성능에 지장이 있습니다. 
아래와 같이 json 을 활용하여 컴포넌트 갱신이 최소화되도록 수정이 필요해 보입니다. 

var jsonData = dl_list.getAllJSON();
for( var k = 0; k < dl_list.getRowCount() ; k++){
   jsonData[k][""smbl""] = ""*"";
}
dl_list.setJSON( jsonData);

추가로, 첨부주신 오류로그를 보니 pivot 컴포넌트에 사용 중이신 것 같습니다. 
pivot 은 일반적으로 숫자 데이터의 통계를 나타내는 컴포넌트로 ""*"" 과 같은 문자열 데이터 사용 시 내부적으로 통계수치 계산과정에서 오류가 발생할 수 있습니다. 

",""
60,scheduleCalendar 에서 datalist 동적변경 문의1,"<< 개요 >>

체크박스 혹은 탭을 사용하여서 원하는 일정을 scheduleCalendar 로 보여주려고하는데요 

   scheduleCalendar.setUserData(""dataList"", ""dlt_mycaseMyList"");
  이런식으로 변경해야하는지 

                            <w2:scheduleCalendar dataList=""dlt_mycaseMyList"" defaultDate="""" editable=""true"" endColumn=""endYmd"" startColumn=""bgngYmd""  headerLeftBtn=""true""
                                headerRightBtn=""true"" headerTitle=""true"" id=""schedule1"" idColumn="""" ioFormat=""yyyyMMdd"" lang=""ko"" locale="""" selectable=""true""
                                style=""width: 100%;height:578px;"" titleColumn=""schdulNm"">
                            </w2:scheduleCalendar>


여기에 dataList 를 박으면 변경을 못하는건가요 여러가지 종류의 일정을 띄울거라서요
추가로 그런 다중일정할때 선택한거만 띄우고 선택안한거는 감출건데 show/hide 말고 visible 도 있던데 visible 의 차이점은 무엇인가요?



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
현재 동적인 dataList 변경은 지원하지 않습니다
스케줄을 변경하시려면 addSchedule, removeschedule API 를 사용하시기 바랍니다
API 관련 문의는 가급적 http://wtech.inswave.kr/ 의 API, 개발자가이드를 참고 바랍니다 
추가로 문의하신 show/hide, visible(deprecate) 는 컴포넌트 자체를 보여주고 숨기는 API 입니다

간단한 샘플 첨부합니다
ex) 스케줄 추가/삭제

            var obj = {
                ""id"":""test123"",
                ""title"":""test123"",
                ""start"":""20200921"",
                ""end"":""20200923""
            };
            schdule1.addSchedule(obj);
            schdule1.removeschedule(""test123"");

감사합니다

",""
61,aliasDataList 사용법 알려주세요.3,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
aliasDataList 기능을 쓰려고 하는데 업데이트를 한지 얼마 안돼 자료가 없네요.

scope 경로를 잡을때 부모창에서 자식창으로 데이터를 옮기려고 하는데
부모창 - >main
scope=""main/dataList1""
scope=""../main/dataList1""
scope=""../../main/dataList1""

어떻게 해야 하나요?



<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
상대 경로, 절대 경로 2가지를 지원합니다
SP4 개발 가이드를 확인하시면 다음과 같습니다 
파트 II. 페이지 / 3. AliasDataCollection

scope: 부모 화면에 있는 참조 대상 DataCollection을 지정. 절대 경로 및 상대 경로 모두 지원.
(예) 상대 경로: scope=""../dataList_parent""
(예) 절대 경로: scope=""main/dataList_main2""

감사합니다

샘플 첨부합니다
절대 경로, 상대 경로는 aliasDataList 의 scope 속성을 참고 바랍니다
그리고 샘플의 studioSrc 속성은 이클립스 프로젝트의 context root 에 맞게 바꾸시거나 필요 없으시면 삭제하면 됩니다

","감사합니다.

"
62,linkedDataList 바인딩3,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
SelectBox 4개가 linkedDataList로 연결 되어있는데 submission을 통해 값을 들고와 데이터 바인딩을 했는데 choose Option 없으면 전부 바인딩이 되는데 choose Option이 있을 경우 바인딩이 2개만 되고 나머지는 바인딩이 안됩니다. 이유가 궁금합니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
웹스퀘어 엔진 버전 확인과 샘플이 있으시면 첨부 부탁드립니다
감사합니다

","웹스퀘어 버전 Version: 5.0.4 
 

첨부하신 샘플로는 확인이 어렵습니다
로컬에서 테스트한 샘플을 첨부하니 테스트해보시고 답변부탁드립니다
json 파일 첨부가 안되니 data.txt 를 json 으로 변경후 테스트 바랍니다
감사합니다

"
63,"dataMap ,dataList 문의 드립니다.1","<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

{
 ""data"":{
         items: {
              item:{ [""id"" : ""0"" ,""name"":""aaa""] ,
                        [""id"":""1"" ,""name"":""bbb""]
                       }
            }
     }

}
 요런구조의 json 데이타를 보내야 하는데 dataMap 이나 dataList 에서 어떻게 key ,value 생성하여야 하나요?
리턴받을때도 마찬가지구요 

<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","submission 의 ref, target을 아래와 같이 지정하여 확인부탁드립니다. 
ref = 'data:json,[{""id"":""dataList1"",""key"":""data.items.item""}'  -> 요청전문
target = 'data:json,{""id"":""dataList1"",""key"":""data.items.item""}'  -> 응답전문 

",""
64,"dataList, dataMap 변경여부 체크 관련 문의드립니다.1","<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
안녕하세요.

프로세스 저장 전에 dataList, dataMap 내의 해당 데이터가 변경이 됐는지 안됐는지를 판단하는 

샘플 스크립트 함수 가이드 부탁드리겠습니다.

변경은 추가, 삭제, 수정 등 내용이며, 변경이 되지 않았을 경우에는 서브미션 처리되는것을 막으려고 합니다.





<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","dataList와 dataMap의 getModified 종류의 API를 사용하여 추가, 삭제, 변경된 데이터를 확인할 수 있습니다. 
(getModifiedIndex, getModifiedJSON, getModifiedArray 등) 

",""
65,dataList.setEventPause() 사용 할 수 있나요?1,"<< 개요 >>
https://docs.inswave.com/websquare/websquare.html?w2xPath=/support/api/ws5_sp4/api.xml
여기에서  dataList 메소드중에는 setEventPause가 없는데
또 다른 컴포넌트 도움말 보면 지정한 이벤트를 중단함. (웹스퀘어 컴포넌트 공통.)이라고 되어있고
쏘스를 봐도 있는것 같긴한데 사용해도 되나요?

이걸 몰라서 bind, unbind 일일히 해줘야 되는것으로 알고 있었습니다...
","안녕하세요. 기술지원팀입니다.

dataList 에서도 setEventPause API 사용 가능합니다.

상황에 따라 적절한 사용이 필요하며,
혹시 어떤 케이스에서 사용이 필요해서 어떤 이벤트를 bind, unbind 를 하고 계신지 확인 부탁드립니다.
 

",""
66,조건이 복잡한 데이터 필터 방법 문의 dataList. setColumnFilter1,"<< 개요 >>
아래의 형태와 같은 dataList가 있습니다.
(컬럼 및 로우 정보는 간략하게 표시)
[
{""COMM_CD"":""C37001"", ""ETC_CD1"":""Ez"", ... ...},
{""COMM_CD"":""C37002"", ""ETC_CD1"":""TEz"", ... ...},
{""COMM_CD"":""C37003"", ""ETC_CD1"":""TEz"", ... ...},
{},
...
...
...
]

AS-IS시스템은 투비소프트 제품으로 구축 되어 있으며 위데이터를 아래와같은 방법으로 필터링 하고 있습니다.
(실제 업무보다는 비교적 간단한 필터입니다.)
Dataset.filter(""(ETC_CD1 != 'Ez' && ETC_CD1 != 'TEz') || COMM_CD=='C37014' || COMM_CD=='C37020'"");

이걸 웹스퀘어 setColumnFilter 메소드를 통해서 표현하는 방법을 알고 싶습니다.


<< 추가 정보 또는 예상원인 >>
자바스크립트의 Array 메소드인 filter를 이용하여 새로운 배열을 만들고, 이걸 필터 걸려는 dataList에 부으면 될것같은데
웹스퀘어 API를 통해서 하는 방법을 알고 싶습니다.
arrData.filter(function(obj) {
    return (obj.ETC_CD1 != 'Ez' && obj.ETC_CD1 != 'TEz') || obj.COMM_CD=='C37014' || obj.COMM_CD=='C37020';
});


감사합니다","fileter type을 function으로 구현하시면 가능합니다.
구현 샘플 첨부하여 드립니다.

",""
67,DataList saveRemovedData 속성 관련 문의1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

DataList 에서 saveRemovedData속성에 관하여 문의 드립니다.
저희쪽에서 submission을 이용하여 데이터 처리시
서브미션의 Reference에 DataList 지정후 action modified 속성을 지정하여 사용하고 있습니다.
개발중 datalist의 데이터를 removeAll()로 삭제한 후 서브미션을 날리니 삭제된 데이터가 ""E"" 상태값으로 포함되어 같이 전송되는 것을 확인하여 DataList 에서 saveRemovedData 속성이 있는 것을 알고 사용하였습니다.

현재 개발된 프로그램이 많은 상황에서 saveRemovedData 속성을 일괄로 적용할수 있도록 하기 위해 
config.xml에 속성으로 지정하려 했는데 dataList를 생성하면 해당 속성이 기본으로 true값이 지정되는 것을 확인하였습니다.
이와 관련하여 

Q1. DataList 생성시 true값을 지정되지 않도록 하거나 일괄로 적용할수 있는 방법이 있는지 확인 부탁드리며

Q2. 그리고 DataList의 E 상태값이 어떤경우에 사용 되는지 saveRemovedData 속성을 false로 지정시 다른 부분에 영향이 갈수 있는 부분이 
어떤것들이 있는지에 대해서도 문의 드립니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
컴포넌트 Property 일괄 설정은 Outline 퍼스펙티브에서
Ctrl 키로 컴포넌트를 다중 선택하여 Property 를 변경하는 방법외 현재 지원되지 않습니다
또한 config.xml 에서 일괄 설정은 가능하나 우선순위가 (config.xml < 컴포넌트 Property) 이기 때문에

일괄 설정하시려면 울트라에디터와 같은 툴을 이용하여 파일내의 문자를 치환해주신뒤
/websquare/config.xml 에서 다음과 같이 설정하실 수 있습니다
    <dataList>
        <saveRemovedData value=""false""/>
    </dataList>

그리고 saveRemovedData=""true"" 설정시에는 getModifiedJSON 호출시에 remove 된 Row 정보를 담고 있으며
알고계신것처럼 submission 호출시 action 을 modified 로 설정시 remove 된 Row 정보를 서버사이드로 전달할 수 있습니다

결국 saveRemovedData=""false"" 설정시에는 remove 된 Row 정보가 서버사이드로 전달되지 않으며
getModifiedJSON, getModifiedArray, getModifiedXML, getModifiedData 에서 remove 된 Row 정보를 가져올수 없습니다
단, dataList1.getModifiedJSON({saveRemovedData:true}); 와 같이 호출시에는 remove Row 정보를 가져옵니다

감사합니다
 

",""
68,wframe 함수호출과 동적 dataList생성문제 확인 요청1,"<< 개요 >>

파일업로드 관련하여 공통 화면을 개발하고 있습니다.
두가지 확인요청을 드리고자 합니다.
1. 함수호출문제
2. 동적으로 아래와 같이 dataList를 만들수 있는지요?



<< 재현 방법 >>

1. 저장화면에 incFileUpload_view.xml라는 wframe을 넣고 initScript를 호출하고 호출되는 incFileUpload_view.xml 화면에서 
   동적으로 내용을 생성할려고 합니다.
  ---------부모창의 wframe 소스
<!-- include file attachment start &inputId=ipt_fileInputId-->
                        <w2:wframe id=""wf_includefile1"" src=""/common/inc/incFileUpload_view.xml"" initScript=""mFunc.setFileViewInfo('FILE_IDA','PT_BRD', '', '');"" style=""width:100%""> <--initScript 호출이 안됩니다.
                        </w2:wframe>    
<!-- include file attachment end-->

---------incFileUpload_view.xml 소스
        function setFileViewInfo(fieldNm, reqTableNm, refDocId, fileId){
            alert('draw ============================');
            makeDataList(fieldNm);
         }

            //동적으로 datList 생성
            function makeDataList(fileId, obj){
                   var orgCol = [
                       {""id"":""FILE_ID"", ""dataType"":""text""}, 
                       {""id"":""FILE_SEQ"", ""dataType"":""text""}, 
                       {""id"":""REF_TABLE_NM"", ""dataType"":""text""}, 
                       {""id"":""REF_DOC_ID"", ""dataType"":""text""}, 
                       {""id"":""FILE_TYPE"", ""dataType"":""text""}, 
                       {""id"":""FILE_NM"", ""dataType"":""text""}, 
                       {""id"":""FILE_ORG_NM"", ""dataType"":""text""}, 
                       {""id"":""FILE_PATH"", ""dataType"":""text""}, 
                       {""id"":""REMARK"", ""dataType"":""text""}, 
                       {""id"":""FILE_SIZE"", ""dataType"":""text""}, 
                       {""id"":""FILE_DIS_SIZE"", ""dataType"":""text""}, 
                       {""id"":""SYS_CD"", ""dataType"":""text""}, 
                       {""id"":""MENU_ID"", ""dataType"":""text""}, 
                       {""id"":""USE_YN"", ""dataType"":""text""},
                       {""id"":""CREATE_ID"", ""dataType"":""text""}, 
                       {""id"":""CREATE_DT"", ""dataType"":""text""},
                       {""id"":""UPDATE_ID"", ""dataType"":""text""},
                       {""id"":""UPDATE_DT"", ""dataType"":""text""},
                       {""id"":""RESULT"", ""dataType"":""text""}
                   ];
                   
                                  // plan
                options = {
                    ""id"" : ""dl_fileSubMst""+fileId,
                    ""type"" : ""dataList"",
                    ""option"": {
                        ""baseNode"": ""list"",
                        ""valueAttribute"": ""value"",
                        ""repeatNode"": ""map"",
                        ""saveRemovedData"":true,
                        ""useData"": false
                    },
                    ""columnInfo"" : orgCol,
                    ""keyInfo"" : orgCol
                };
                $w.data.create(options);
                                
            }




","안녕하세요
화면에 mFunc 라는 객체가 존재하지 않는듯합니다
mFunc.setFileViewInfo 와 같이 호출하시려면
mFunc.setFileViewInfo = function() {}; 와 같이 선언하셔야 합니다
scwin 객체가 있다면 scwin.setFileViewInfo 와 같이 호출하는것을 권장합니다
감사합니다

",""
69,linkedDataList filter 적용 안됨 6,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
그리드 1 2 3 4  selectbox 컬럼 linkedDataList 필터가 적용이 안됨


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","참고하실 샘플 첨부합니다
감사합니다

","이 샘플보고 한건데요

샘플을 첨부해주셨으나 동작하는 샘플이 아니며
최소 뭐가 어떻게 안되시는지는 말씀해주셔야 도와드릴수 있을듯합니다

 

참고샘플을 보고 개발을 했으나
첫번째 셀렉트 박스 만 되고
나머지 selectbox 컬럼에  
linkedDataList 필터가 적용이 안됩니다.

up_code_id == 'RCC000000'
up_code_id == ref('data:dtl_resultList.field_id')
up_code_id == ref('data:dtl_resultList.measure_nm_id')
up_code_id  == ref('data:dtl_resultList.form_id')

해당 문의 사항은 serCondition() API를 이용하여 동적으로 필터링하는 방법으로 유선 가이드했습니다.
감사합니다.

"
70,makeDataList를 통해 생성된 dataList에 이벤트 바인딩1,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )

동적으로 생성된 dataList에  oncelldatachange 이벤트를 바인딩 하고 싶습니다.

예) ev:oncelldatachange=""scwin.dc_before_oncelldatachange"" 

그리고 oncelldatachange 의 이벤트가 여러행의 엑셀데이터를 붙여넣기 했을경우에도 발생 하나요?

F1도움말을 참조하면

하나의 셀에 대한 값이 변경된 경우 발생하며 행이 추가,삭제되거나 dataList의 전체 구조가 변하는 경우(setJSON 등)에는 발생하지 않는다.   insertJSON, setRowData 류의 API에 의해 복수개의 cell 값이 한번에 값이 변경되는 경우 또한 이벤트가 발생하지 않으며, 대신 oninsertrow이벤트가 발생한다.

라고 나오는데 여려행 여러셀의 데이터를 변경할 경우에도 이벤트가 발생하는지도 궁금합니다.


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)



","안녕하세요
oncelldatachange 관련 문의 답변드립니다
조금더 상세한 지원은 영업대표를 통해 유지보수 계약 체결후 문의 바랍니다.

1) oncelldatachange 이벤트가 모든 셀에서 발생하는지 문의
> 발생합니다
2) 엑셀 붙여넣기시에도 oncelldatachange 발생하는지
> 발생합니다
 

",""
71,gridview error : invalid datalist()4,"<< 개요 >>

( 기능 문의의 경우 해당 기능의 사용 용도와 목적을 구체적으로 기술해 주시기 바랍니다. )
화면 진입시 gridview errer : invalid datalist() 발생하여 화면내 이벤트가 작동하지 않음. 
첨부파일 참조 부탁드립니다. 


<< 재현 방법 >>

( 재현이 쉽도록 순서를 명시하여 주시면 좋습니다. 관련 소스는 가급적 첨부파일로 올려 주시기 바랍니다.)
소스의 외부반출이 불가하여 재현을 할 수 없을 것 같습니다. 


","해당 오류문구는 gridView에 바인드된 datalist가 설정되어있지 않은 경우에 단순히 남기는 로그입니다. 
첨부해주신 사진을 기준으로 상단에 스크립트 오류가 발생한 것으로 보입니다. 해당 스크립트 오류가 발생하여 화면내의 이후 스크립트들이 정상적으로 동작하지 않은 것입니다. 
상기 스크립트 오류부분을 먼저 확인부탁드립니다. 

","화면내 스크립트를 모두 제거 한 상태에서도 같은 로그가 출력됩니다. 그리고 gridview에는 다시 datalist릉 바인딩을 해 보았지만, 같은 로그가 출력됩니다. 

추가 답변드립니다. 
[Warning] Invalid colIndex(28) 오류는 그리드와 데이터리스트의 컬럼정보가 일치하지 않을 때 발생합니다. 
바인드하신 dataList와 gridView의 컬럼id가 동일한지 확인요청드립니다. 

"
